unvocalized,vocalized,jamid,root
نفاس,نِفَاسٌ,1,نفس
منافض,مَنَافِضُ,1,نفض
نفض,نُفُضٌ,1,نفض
نفض,نُفُضٌ,1,نفض
منافع,مَنَافِعُ,1,نفع
أنفاق,أَنْفَاقٌ,1,فوق
نفال,نِفَالٌ,1,نفل
أنفال,أَنْفَالٌ,1,نفل
مناقب,مَنَاقِبُ,1,نقب
نقب,نُقُبٌ,1,نقب
نقب,نُقَبٌ,1,نقب
نقائب,نَقَائِبُ,1,نقب
نواقير,نَوَاقِيرُ,1,نقر
نقائر,نَقَائِرُ,1,نقر
نقارس,نَقَارِسُ,1,نقرس
أنقاس,أَنْقَاسٌ,1,قيس
نقائص,نَقَائِصُ,1,نقص
أنقاض,أَنْقَاضٌ,1,قضض
نقوض,نُقُوضٌ,1,قوض
نقط,نُقَطٌ,1,نقط
نقاط,نِقَاطٌ,1,نقط
مناقع,مَنَاقِعُ,1,نقع
نقائع,نَقَائِعُ,1,نقع
أنقاف,أَنْقَافٌ,1,قوف
مناقل,مَنَاقِلُ,1,نقل
نقل,نُقَلٌ,1,نقل
نقانق,نَقَانِقُ,1,نقنق
نكت,نُكَتٌ,1,نكي
أنكاث,أَنْكَاثٌ,1,نكث
مناكب,مَنَاكِبُ,1,نكب
مناكش,مَنَاكِشُ,1,نكش
أنكال,أَنْكَالٌ,1,كيل
نكول,نُكُولٌ,1,نكل
نمر,نُمَرٌ,1,نمر
أنمار,أَنْمَارٌ,1,مرر
نمر,نُمُرٌ,1,نمر
نمور,نُمُورٌ,1,نمر
نمارق,نَمَارِقُ,1,نمرق
نواميس,نَوَامِيسُ,1,نمس
نموس,نُمُوسٌ,1,نمس
أنماط,أَنْمَاطٌ,1,ميط
نماط,نِمَاطٌ,1,ميط
أنامل,أنَامِلُ,1,نمل
نمل,نَمْلٌ,1,نمل
نمال,نِمَالٌ,1,ميل
نماذج,نَمَاذِجُ,1,ءنموذج
مناهج,مَنَاهِجُ,1,نهج
مناهج,مَنَاهِجُ,1,نهج
أنهر,أَنْهُرٌ,1,نهر
نهر,نُهُرٌ,1,نهر
نهم,نُهُمٌ,1,نهم
نهود,نُهُودٌ,1,هود
نوائب,نَوَائِبُ,1,نوب
نوب,نُوَبٌ,1,نوب
تنانير,تَنَانِيرُ,1,نور
مناور,مَنَاوِرُ,1,نور
منائر,مَنَائِرُ,1,نور
نوار,نُوَّارٌ,1,وري
نواوير,نَوَاوِيرُ,1,نور
أنوار,أَنْوَارٌ,1,نور
أنوار,أَنْوَارٌ,1,نور
نوارج,نَوَارِجُ,1,نورج
أنواع,أَنْوَاعٌ,1,نوع
مناويل,مَنَاوِيلُ,1,نول
أنياب,أَنْيَابٌ,1,نيب
نيوب,نُيُوبٌ,1,نيب
أنيار,أَنْيَارٌ,1,نير
مهاب,مَهَابُّ,1,هبب
مهابط,مَهَابِطُ,1,هبط
مهابط,مَهَابِطُ,1,هبط
مهابل,مَهَابِلُ,1,هبل
هياثم,هَيَاثِمُ,1,هثم
مهاجر,مَهَاجِرُ,1,هجر
أهداب,أَهْدَابٌ,1,هدب
هيادب,هَيَادِبُ,1,هدب
هوادج,هَوَادِجُ,1,هدج
أهداف,أَهْدَافٌ,1,هدف
أهدام,أَهْدَامٌ,1,هدم
هدام,هِدَامٌ,1,هدم
هدن,هُدَنٌ,1,هدي
هداهد,هَدَاهِدُ,1,هدهد
هدايا,هَدَايَا,1,هدى
هراهير,هَرَاهِيرُ,1,هرهر
أهازيج,أهَازِيجُ,1,هزج
أهزاج,أَهْزَاجٌ,1,هزج
هزاريف,هَزَارِيفُ,1,هزروف
مهازل,مَهَازِلُ,1,هزل
هوازم,هَوَازِمُ,1,هزم
هياكل,هَيَاكِلُ,1,هكل
مهالك,مَهَالِكُ,1,هلك
هلك,هَلَكٌ,1,هيل
مهامز,مَهَامِزُ,1,همز
همم,هِمَمٌ,1,همم
أوبار,أَوْبَارٌ,1,برر
وبور,وُبُورٌ,1,بور
وبار,وِبَارٌ,1,بري
أوتاد,أَوْتَادٌ,1,وتد
أوتار,أَوْتَارٌ,1,تور
وتار,وِتَارٌ,1,تور
وتائر,وَتَائِرُ,1,وتر
مواثيق,مَوَاثِيقُ,1,وثق
وثق,وُثُقٌ,1,وثق
وثن,وُثُنٌ,1,وثن
أوجار,أَوْجَارٌ,1,جرر
وجن,وُجْنٌ,1,وجج
وجن,وُجُنٌ,1,وجج
وحر,وَحَرٌ,1,وحر
وحوش,وُحُوشٌ,1,حوش
مواحل,مَوَاحِلُ,1,محل
وحام,وِحَامٌ,1,حمي
وحاويح,وَحَاوِيحُ,1,وحوح
تخم,تُخَمٌ,1,تخم
موادع,مَوَادِعُ,1,ودع
ودوع,وُدُوعٌ,1,ودع
ودائع,وَدَائِعُ,1,ودع
أوراب,أَوْرَابٌ,1,روب
مواريث,مَوَارِيثُ,1,ورث
موارد,مَوَارِدُ,1,مارد
ورود,وُرُودٌ,1,رود
أوراق,أَوْرَاقٌ,1,روق
أوراك,أَوْرَاكٌ,1,وري
أورال,أَوْرَالٌ,1,ريل
ورود,وُرُودٌ,1,رود
ميازيب,مَيَازِيبُ,1,وزب
أوزاغ,أَوْزَاغٌ,1,زوغ
وزغ,وَزَغٌ,1,وزغ
أوزاغ,أَوْزَاغٌ,1,زوغ
وزاغ,وِزَاغٌ,1,زوغ
وسائد,وَسَائِدُ,1,وسد
وسد,وُسُدٌ,1,وسد
وسائل,وَسَائِلُ,1,سءل
مواسم,مَوَاسِمُ,1,وسم
مياسم,مَيَاسِمُ,1,وسم
وساوس,وَسَاوِسُ,1,وسوس
وشح,وُشُحٌ,1,وشح
وشائح,وَشَائِحُ,1,وشاح
وشائج,وَشَائِجُ,1,وشج
أوصاب,أَوْصَابٌ,1,صوب
أواصر,أَوَاصِرُ,1,ءصر
مواصل,مَوَاصِلُ,1,وصل
وصل,وُصَلٌ,1,وصل
أوصال,أَوْصَالٌ,1,صول
وصائل,وَصَائِلُ,1,وصل
وصاويص,وَصَاوِيصُ,1,وصوص
وصايا,وَصَايَا,1,وصي
وصايا,وَصَايَا,1,وصي
مواضع,مَوَاضِعُ,1,وضع
مواطئ,مَوَاطِئُ,1,وطء
أوطب,أَوْطُبٌ,1,طبب
أوطاب,أَوْطَابٌ,1,طيب
وطاب,وِطَابٌ,1,طيب
أوطار,أَوْطَارٌ,1,طور
مواطن,مَوَاطِنُ,1,وطن
وطاويط,وَطَاوِيطُ,1,وطوط
وطس,وُطُسٌ,1,وطس
وظائف,وَظَائِفُ,1,وظف
مواعيد,مَوَاعِيدُ,1,وعد
مواعظ,مَوَاعِظُ,1,وعظ
أوعال,أَوْعَالٌ,1,عول
وعول,وُعُولٌ,1,عول
وعال,وِعَالٌ,1,علو
وعاوع,وَعَاوِعُ,1,وعوع
أوغاد,أَوْغَادٌ,1,غدو
أوغال,أَوْغَالٌ,1,غيل
مواقيت,مَوَاقِيتُ,1,وقت
مواقد,مَوَاقِدُ,1,وقد
أوقار,أَوْقَارٌ,1,قرر
وقائع,وَقَائِعُ,1,وقع
وقائع,وَقَائِعُ,1,وقع
مواقف,مَوَاقِفُ,1,وقف
مواكب,مَوَاكِبُ,1,وكب
وكف,وُكُفٌ,1,وكف
موالج,مَوَالِجُ,1,مالج
فوازر,فَوَازِرُ,1,وزر
ولائم,وَلاَئِمُ,1,لءم
مواويل,مَوَاوِيلُ,1,ولي
موامس,مَوَامِسُ,1,ومس
ميامس,مَيَامِسُ,1,ومس
مواهب,مَوَاهِبُ,1,وهب
وهد,وَهْدٌ,1,وهد
وهاد,وِهَادٌ,1,هدي
مياتم,مَيَاتِمُ,1,يتم
يحامير,يَحَامِيرُ,1,يحمور
يرابيع,يَرَابِيعُ,1,يربوع
مياسر,مَيَاسِرُ,1,يسر
يسر,يُسْرٌ,1,يسر
يسر,يُسُرٌ,1,يسر
يعار,يِعَارٌ,1,عور
يوافيخ,يَوَافِيخُ,1,يفخ
يفوع,يُفُوعٌ,1,فوع
أيمن,أَيْمُنٌ,1,ءيم
أيامن,أَيَامِنُ,1,يمن
يهم,يُهْمٌ,1,يهم
أيام,أَيَّامٌ,1,يوم
بخاشيش,بَخَاشِيشُ,1,
بخور,بُخُورٌ,1,
بذل,بِذَلٌ,1,بذل
برابخ,بَرَابِخُ,1,
برائز,بَرَائِزُ,1,
تبدن,تبدنٌ,1,بيد
مباذر,مَبَاذِرُ,1,
سنن,سنن,1,سنن
أرصاد,أَرْصَادٌ,1,ءرصاد
أطمار,أَطْمارٌ,1,طمر
أهرام,أهْرَامٌ,1,ءهرام
أبعاد,أَبْعَادٌ,1,عدو
بواسير,بَوَاسِيرُ,1,باسور
توابع,تَوابِعُ,1,تبع
ترائب,تَرَائِبُ,1,تريبة
أتعاب,أَتْعَابٌ,1,عيب
متاعب,مَتَاعِبُ,1,تعب
أثقال,أثْقَالٌ,1,ثقل
مثالب,مَثَالِبُ,1,ثلب
ثوابت,ثَوابِتُ,1,ولد
جراميز,جَرَامِيزُ,1,جراميز
تجاعيد,تَجَاعِيدُ,1,جعد
مجامع,مَجَامِعُ,1,جمع
جوانح,جَوَانِحُ,1,جنب
مجاهل,مَجَاهِلُ,1,جهل
جوائب,جَوَائِبُ,1,جيب
أحداث,أَحْدَاثٌ,1,حدث
حياض,حِيَاضٌ,1,حوض
حيل,حِيَلٌ,1,حيل،حول
خبائث,خَبَائِثُ,1,خبث
أخبار,أَخْبَارٌ,1,خبر
خشاش,خَشَاشٌ,1,خشاش
دواجن,دَواجِنُ,1,دجن
دراهم,دَرَاهِمُ,1,دري
أدراج,أَدْرَاجٌ,1,درج
دوائر,دَوائِرُ,1,دور
مذارف,مَذَارِفُ,1,ذرف
أذناب,أَذْنَابٌ,1,ذنب
ربوع,رُبوعٌ,1,ربع
رواتب,رَواتِبُ,1,رتب
مراجع,مَرَاجِعُ,1,رجع
رحل,رُحَّلٌ,1,رحل
روادف,رَوادِفُ,1,ردف
مرافق,مَرَافِقُ,1,رفق
أرقام,أَرْقَامٌ,1,رقم
روائح,رَوائِحُ,1,روح
زوابع,زَوابِعُ,1,زبع
زواحف,زَواحِفُ,1,زحف
زواخر,زَواخِرُ,1,زخر
زخارف,زَخارِفُ,1,زخرف
زعازع,زَعازِعُ,1,زعزع
زعانف,زَعانِفُ,1,زعنفة
زوافر,زَوافِرُ,1,زفر
زهور,زُهورٌ,1,زهر
أسباب,أَسْبَابٌ,1,سبب
سوابق,سَوابِقُ,1,سبق
مساحيق,مَسَاحِيقُ,1,سحق
سراويل,سَرَاوِيلُ,1,سروال
سواعد,سَواعِدُ,1,سعد
سعوف,سُعُوفٌ,1,سعف
أسلاك,أَسْلاكٌ,1,سلو
سنابك,سَنَابِكُ,1,سنبك
مساوئ,مَسَاوِئُ,1,سوء
سوائل,سَوائِلُ,1,سءل
شذاذ,شُذَّاذٌ,1,شذذ
شوارد,شَوَارِدُ,1,شرد
شوارع,شَوَارِعُ,1,شرع
مشارف,مَشَارِفُ,1,شرف
مشارق,مَشَارِقُ,1,شرق
شرانق,شَرَانِقُ,1,شرنق
مشاعر,مَشَاعِرُ,1,شعر
شعائر,شَعَائِرُ,1,شعيرة
أشغال,أَشْغالٌ,1,شغل
شهب,شُهُبٌ,1,شهب
شوائب,شَوَائِبُ,1,شيب
مصابيح,مَصَابِيحُ,1,صبح
صخر,صَخْرٌ,1,صخر
صخور,صُخُورٌ,1,صخر
مصاريف,مَصَارِيفُ,1,صرف
صروف,صُرُوفٌ,1,صرف
مصاعب,مَصَاعِبُ,1,صعب
صغائر,صَغَائِرُ,1,صغر
صفائح,صَفَائِحُ,1,صفح
مصاف,مَصَافُّ,1,صفف
مصانع,مَصَانِعُ,1,صنع
تصانيف,تَصَانِيفُ,1,صنف
تصاوير,تَصَاويرُ,1,صور
أضداد,أَضْدادٌ,1,ضدد
طوارف,طَوَارِفُ,1,طرف
أطراف,أَطْرافٌ,1,طرف
طرائف,طَرَائِفُ,1,طرف
مطالب,مَطَالِبُ,1,طلب
طلائع,طَلاَئِعُ,1,طلع
طوابع,طَوَابِعُ,1,طبع
مطاوح,مَطَاوِحُ,1,طوح
ظلال,ظِلالٌ,1,ظلل
ظواهر,ظَواهِرُ,1,ظهر
عراض,عِرَاضٌ,1,عرض
عوامل,عَوَامِلُ,1,عمل
عواهن,عَوَاهِنُ,1,عوي
عوائد,عَوَائِدُ,1,عود
مغارب,مَغَارِبُ,1,غرب
غلائل,غَلاَئِلُ,1,غلل
غمار,غِمَارٌ,1,غمر
مفاتن,مَفَاتِنُ,1,فتن
فحول,فُحُولٌ,1,
فقاقيع,فَقَاقِيعُ,1,فقاعة
فلوس,فُلُوسٌ,1,فلس
مفاوز,مَفَاوِزُ,1,فوز
أفواه,أَفْواهٌ,1,فم
أفاويه,أَفَاوِيهُ,1,ءفواه
قرع,قَرْعٌ,1,قرع
تقاطيع,تَقاطِيعُ,1,قطع
قلوب,قُلُوبٌ,1,قلب
تقاليد,تَقالِيدُ,1,قلد
مقاليد,مَقَالِيدُ,1,قلد
ملابس,مَلاَبِسُ,1,لبس
لوازم,لَوَازِمُ,1,لزم
ألغاز,ألْغازٌ,1,غاز
ملامح,مَلاَمِحُ,1,لمح
لهازم,لَهَازِمُ,1,لهزم
مجوس,مَجُوسٌ,1,مجس
أمداح,أَمْداحٌ,1,مدح
معارف,مَعَارِفُ,1,معارف
نواجذ,نَوَاجِذُ,1,نجذ
نوادر,نَوَادِرُ,1,ندر
نوازل,نَوَازِلُ,1,نزف
نواسخ,نَوَاسِخُ,1,نزف
مناسك,مَنَاسِكُ,1,نسك
نواصب,نَوَاصِبُ,1,وصب
أنصار,أَنْصارٌ,1,صرر
نعاج,نِعَاجٌ,1,عوج
أنعام,أَنْعامٌ,1,نعم
أنفال,أَنْفالٌ,1,نفل
نقائض,نَقَائِضُ,1,نقاءض
مناقب,مَنَاقِبُ,1,نقب
نقود,نُقُودٌ,1,قود
نقانق,نَقَانِقُ,1,نقنق
نوق,نُوقٌ,1,نوق
أهداب,أهْدَابٌ,1,هدب
هوام,هَوَامٌّ,1,همم
أوتاد,أوْتَادٌ,1,وتد
وقائع,وَقَائِعُ,1,وقع
أيام,أيَّامٌ,1,يوم
إفرنج,إفْرنْجٌ,1,ءفرنج
آنام,آنَام,1,ءءنام
أهواز,أهْوَازٌ,1,ءهواز
أوباش,أَوْباشٌ,1,بوش
برائل,بُرائِلُ,1,برءل
تباريح,تَبَارِيحُ,1,برح
جواثم,جَوَاثِمُ,1,جثم
حسوم,حُسُومٌ,1,حسم
محاسن,مَحَاسِنُ,1,حسن
محاشد,مَحَاشِدُ,1,حشد
حوامض,حَوَامِضُ,1,حمض
تخاريب,تَخَارِيبُ,1,خرب
خوارج,خَوَارِجُ,1,خرج
خواص,خَوَاصُّ,1,خصص
مخايل,مَخَايِلُ,1,خيل
دجاج,دَجَاجٌ,1,دجاج
دراقن,دُرَاقِنٌ,1,دراقن
تراتب,تَرَاتُبٌ,1,رتب
أراجيف,أَرَاجِيفُ,1,رجف
رجم,رُجُمٌ,1,رجم
رواسب,رَواسِبُ,1,رسب
مراسم,مَرَاسِمُ,1,رسم
مراسيم,مَرَاسِيمُ,1,رسم
رواعد,رَواعِدُ,1,رعد
روائس,رَوائِسُ,1,روس
زعارير,زَعاريرُ,1,زعرر
مزاعم,مَزَاعِمُ,1,زعم
سبانخ,سَبَانِخُ,1,سبانخ
شراشر,شَرَاشِرُ,1,شرشر
مشاهير,مَشَاهِيرُ,1,شهر
تصاريف,تَصَارِيفُ,1,صرف
أطباق,أَطْباقٌ,1,طبق
طماطم,طَمَاطِمُ,1,طماطم
عجم,عَجَمٌ,1,عجم
أعشار,أعْشَارٌ,1,عشر
أغماد,أغْمَادٌ,1,غمد
فرود,فُرُودٌ,1,رود
قوارض,قَوَارِضُ,1,قرض
قواطع,قَوَاطِعُ,1,قطب
قواضم,قَوَاضِمُ,1,قضم
كاثوليك,كَاثُولِيك,1,كاثوليك
كواسر,كَوَاسِرُ,1,كسر
تلافيف,تَلافِيفٌ,1,لفف
لواحم,لَوَاحِمُ,1,لحم
مسامير,مَسَامِيرُ,1,سمر
مقانق,مَقَانِقُ,1,مقانق
مناظر,مَنَاظِرُ,1,نظر
نقوط,نُقُوطٌ,1,نقط
يهود,يَهُودٌ,1,هود
تهاويل,تَهَاوِيلُ,1,هول
وثائق,وَثَائِقُ,1,وثق
وطائد,وَطَائِدُ,1,وطد
أخدعان,أَخْدَعَانِ,1,خدع
مغربان,مَغْرِبَانٌ,1,غرب
نظورة,نَظُورَةٌ,1,نظر
يفعة,يَفَعَةٌ,1,يفع
سلوة,سَلْوَةٌ,1,سلو
سردين,سَرْدِينٌ,1,سرد
ولد,وَلَدٌ,1,ولد
ثلاث,ثُلاثَ,1,
خماس,خُمَاسَ,1,
خلو,خِلْوٌ,1,خلو
وسط,وَسَطٌ,1,وسط
رشن,رَشْنٌ,1,ورش
نعناع,نَعْنَاعٌ,1,نعنع
عشار,عُشَارٌ,1,عشر
أحاد,أُحَادٌ,1,حدد
شورى,شُورَى,1,شور
فحشاء,فَحْشَاءُ,1,فحش
تقوى,تَقْوَى,1,قوي
قشعريرة,قُشَعْرِيرَةٌ,1,قشعر
تهمة,تُهْمَةٌ,1,وهم
نفقة,نَفَقَةٌ,1,نفق
نكرة,نَكِرَةٌ,1,نكر
غزاة,غَزَاةٌ,1,غزو
لعبة,لُعْبَةٌ,1,لعب
تلقاء,تِلْقاءٌ,1,
لمحة,لَمْحَةٌ,1,لمح
شتيمة,شَتِيمَةٌ,1,شتم
قرصنة,قَرْصَنَةٌ,1,قرصنة
رهبنة,رَهْبَنَةٌ,1,رهب
نهبة,نُهْبَةٌ,1,نهب
ميتة,مِيتَةٌ,1,موت
رسالة,رِسَالَةٌ,1,رسل
ردة,رِدَّةٌ,1,ردد
نزهة,نُزْهَةٌ,1,نزه
رجولة,رُجُولَةٌ,1,رجل
آهة,آهَةٌ,1,ءوي
زينة,زِينَةٌ,1,زين
حجة,حِجَّةٌ,1,حجج
حنكة,حُنْكَةٌ,1,حنك
سيرة,سيرَةٌ,1,سير
سكتة,سَكْتَةٌ,1,سكت
ندبة,نُدْبَةٌ,1,ندب
أكارة,أكَّارَةٌ,1,ءكر
بوصلة,بَوْصَلَةٌ,1,بوصلة
حراثة,حَرَّاثَةٌ,1,حذق
حصادة,حَصَّادَةٌ,1,حصد
محلجة,مِحْلَجَةٌ,1,حلج
حلالة,حَلاَّلَةٌ,1,حلل
محمصة,مِحْمَصَةٌ,1,حمص
مخرطة,مِخْرَطَةٌ,1,خرط
دبابة,دَبَّابَةٌ,1,دب
مذرة,مِذْرَةٌ,1,مذر
زحلوقة,زُحْلوقَةٌ,1,زحلق
مسبكة,مِسْبَكَةٌ,1,سبك
مسجلة,مُسَجِّلَةٌ,1,سجل
مسحاة,مِسْحَاةٌ,1,سحو
مسلفة,مِسْلَفَةٌ,1,سلف
صوارة,صَوَّارَةٌ,1,صور
مطبعة,مِطْبَعَةٌ,1,طبع
مطحنة,مِطْحَنَةٌ,1,طحن
غدارة,غَدَّارَةٌ,1,غدو
مغسلة,مِغْسَلَةٌ,1,غسل
مغلاة,مِغْلاَةٌ,1,غلي
قحافة,قَحَّافَةٌ,1,قحف
مقشطة,مِقْشَطَةٌ,1,قشط
قصاصة,قَصَّاصَةٌ,1,قصص
قيثارة,قِيثَارَةٌ,1,قيثارة
مكنسة,مِكْنَسَةٌ,1,كنس
نارجيلة,نَارَجِيلَةٌ,1,نارجيلة
راوية,رَاوِيَةٌ,1,روي
مرة,مَرَّةٌ,1,
فيئة,فِيئَةٌ,1,فيء
فرشة,فِرْشَةٌ,1,فرش
قيمة,قِيمَةٌ,1,قوم
هينة,هِينَةٌ,1,هون
حرباءة,حِرْباءةٌ,1,حرب
دويلة,دُوَيْلة,1,دول
سويقة,سُوَيْقَةٌ,1,سوق
بريكة,بُريكة,1,سوق
بحيرة,بُحَيْرَةٌ,1,بحر
جنينة,جُنَيْنَةٌ,1,جنن
سويعة,سُوَيْعَةٌ,1,سوع
سويداء,سُوَيْداء,1,سود
شجيرة,شُجَيْرَةٌ,1,شجر
صحينة,صُحَيْنَةٌ,1,صحن
هريرة,هُرَيْرَةٌ,1,هرر
دابة,دَابَّةٌ,1,دبب
طلعة,طُلَعَةٌ,1,طلع
كاسبة,كَاسِبَة,1,كسب
نيرة,نِيرَةٌ,1,نير
معزوفة,مَعْزُوفَةٌ,1,عزف
شذرة,شَذْرَةٌ,1,شذر
إبالة,إِبَّالَةٌ,1,ءبالة
إبرة,إِبْرَةٌ,1,ءبر
ابنة,اِبْنَةٌ,1,ابن
أبهة,أُبَّهَةٌ,1,ءبهة
أتان,أَتَانٌ,1,ءتان
أترجة,أتْرُجَّةٌ,1,ءترج
إتاوة,إتَاوَةٌ,1,ءتو
أثفية,أُثْفِيَّةٌ,1,ءثف
أجرة,أُجْرَةٌ,1,ءجر
آجرة,آجُرَّة,1,ءءجرة
آجلة,آجِلَةٌ,1,ءجل
أجمة,أَجَمَةٌ,1,ءجم
إحنة,إِحْنَة,1,ءحن
آخرة,آخِرَةٌ,1,ءخر
أخوة,أُخُوَّةٌ,1,ءخو
إداوة,إدَاوَةٌ,1,ءداوة
أداة,أدَاةٌ,1,ءدو
مئذنة,مِئْذَنَةٌ,1,ءذن
أراكة,أَرَاكَةٌ,1,ءراك
أربة,أُرْبَةٌ,1,ءربة
أرزة,أَرْزَةٌ,1,ءرز
أرضة,أَرَضَةٌ,1,ءرضة
أريكة,أَرِيكَةٌ,1,ءرك
أرومة,أَرُومَةٌ,1,ءرم
آزفة,آزِفَةٌ,1,ءزف
أزمة,أَزْمَةٌ,1,زمم
مأسدة,مَأْسَدَةٌ,1,ءسد
أسرة,أُسْرَةٌ,1,ءسر
أسرية,أَسَرِيَّةٌ,1,ءسر
مؤسسة,مُؤَسَّسَةٌ,1,ءسس
أسطوانة,أُسْطُوانَةٌ,1,ءسطوانة
إسقمري,إِسْقُمْرِيٌّ,1,ءسقمري
أسلة,أَسَلَةٌ,1,ءسل
أسوة,أُسْوَةٌ,1,ءسو
آسية,آسِيَةٌ,1,ءسي
مأساة,مَأْسَاةٌ,1,ءسي
أصدة,أُصْدَةٌ,1,ءصد
آصرة,آصِرَة,1,ءصر
أصطوانة,أُصْطُوَانَةٌ,1,ءصطوانة
أعنة,أَعِنَّةٌ,1,ءعنة
عنان,عِنان,1,ءعنة
آفكة,آفِكَةٌ,1,ءفك
أفيكة,أَفيكَةٌ,1,ءفك
آكلة,آكِلَةٌ,1,ءكل
أكمة,أَكَمَةٌ,1,ءكم
حبشة,حَبَشَة,1,حبش
ألفة,أُلْفَةٌ,1,ءلف
ألفية,أَلْفِيَّةٌ,1,ءلف
ألفباء,أَلِفْبَاءٌ,1,ءلفباء
إلي,إلْيٌ,1,ءلي
ألية,ألْيَةٌ,1,ءلي
أمبيرية,أمْبِيريَّةٌ,1,ءمبيرية
أمارة,أمَارَةٌ,1,ءمر
إمرة,إِمْرَةٌ,1,ءمر
مأمورية,مَأْمُورِيَّةٌ,1,ءمر
امرأة,اِمْرَأَةٌ,1,امرءة
المرأة,الْمَرْأَةُ,1,امرءة
أمة,أُمَّةٌ,1,ءم
أمية,أُمِّيَّةٌ,1,ءمم
أمة,أمَةٌ,1,ءم
أنباء,أَنْباءٌ,1,نبء
أنثى,أُنْثَى,1,نثو
آنسة,آنِسَةٌ,1,ءنس
أنسة,أُنْسَةٌ,1,ءنس
أنفة,أَنَفَةٌ,1,ءنف
آناء,آنَاءٌ,1,
أهبة,أُهْبَةٌ,1,ءهب
أهلية,أهْلِيَّةٌ,1,ءهل
أوبة,أوْبَةٌ,1,ءوب
إوزة,إوَزَّةٌ,1,ءوز
آفة,آفَةٌ,1,ءوف
آلة,آلةٌ,1,ءول
آية,آيَةٌ,1,ءوي
أيقونة,أَيْقُونَةٌ,1,ءيقونة
أيكة,أَيْكَةٌ,1,ءيكة
باخرة,باخِرَةٌ,1,بخر
بادية,بَادِيَةٌ,1,بدو
بؤرة,بُؤْرَةٌ,1,بءر
